date,TWTR stock,isPartial
2018-02-01,35,False
2018-02-02,27,False
2018-02-03,5,False
2018-02-04,5,False
2018-02-05,25,False
2018-02-06,26,False
2018-02-07,36,False
2018-02-08,100,False
2018-02-09,62,False
2018-02-10,10,False
2018-02-11,7,False
2018-02-12,30,False
2018-02-13,38,False
2018-02-14,34,False
2018-02-15,34,False
2018-02-16,28,False
2018-02-17,6,False
2018-02-18,7,False
2018-02-19,6,False
2018-02-20,24,False
2018-02-21,19,False
2018-02-22,18,False
2018-02-23,21,False
2018-02-24,7,False
2018-02-25,4,False
2018-02-26,21,False
2018-02-27,18,False
2018-02-28,21,False
