date,KO stock,isPartial
2013-10-01,49,False
2013-10-02,100,False
2013-10-03,70,False
2013-10-04,91,False
2013-10-05,37,False
2013-10-06,44,False
2013-10-07,56,False
2013-10-08,49,False
2013-10-09,56,False
2013-10-10,76,False
2013-10-11,53,False
2013-10-12,31,False
2013-10-13,30,False
2013-10-14,44,False
2013-10-15,76,False
2013-10-16,56,False
2013-10-17,95,False
2013-10-18,53,False
2013-10-19,59,False
2013-10-20,29,False
2013-10-21,55,False
2013-10-22,49,False
2013-10-23,67,False
2013-10-24,44,False
2013-10-25,71,False
2013-10-26,44,False
2013-10-27,36,False
2013-10-28,54,False
2013-10-29,79,False
2013-10-30,37,False
2013-10-31,76,False
