date,GOOG stock,isPartial
2013-10-01,9,False
2013-10-02,11,False
2013-10-03,8,False
2013-10-04,8,False
2013-10-05,2,False
2013-10-06,2,False
2013-10-07,14,False
2013-10-08,11,False
2013-10-09,11,False
2013-10-10,11,False
2013-10-11,12,False
2013-10-12,8,False
2013-10-13,4,False
2013-10-14,10,False
2013-10-15,9,False
2013-10-16,9,False
2013-10-17,27,False
2013-10-18,100,False
2013-10-19,40,False
2013-10-20,20,False
2013-10-21,27,False
2013-10-22,25,False
2013-10-23,24,False
2013-10-24,25,False
2013-10-25,19,False
2013-10-26,7,False
2013-10-27,7,False
2013-10-28,16,False
2013-10-29,21,False
2013-10-30,21,False
2013-10-31,20,False
