date,NFLX stock,isPartial
2017-04-01,8,False
2017-04-02,0,False
2017-04-03,11,False
2017-04-04,21,False
2017-04-05,13,False
2017-04-06,15,False
2017-04-07,18,False
2017-04-08,2,False
2017-04-09,4,False
2017-04-10,21,False
2017-04-11,20,False
2017-04-12,13,False
2017-04-13,21,False
2017-04-14,9,False
2017-04-15,2,False
2017-04-16,8,False
2017-04-17,100,False
2017-04-18,71,False
2017-04-19,48,False
2017-04-20,43,False
2017-04-21,19,False
2017-04-22,2,False
2017-04-23,2,False
2017-04-24,21,False
2017-04-25,34,False
2017-04-26,27,False
2017-04-27,28,False
2017-04-28,22,False
2017-04-29,6,False
2017-04-30,2,False
