date,BA stock,isPartial
2016-12-01,39,False
2016-12-02,35,False
2016-12-03,17,False
2016-12-04,9,False
2016-12-05,34,False
2016-12-06,100,False
2016-12-07,89,False
2016-12-08,45,False
2016-12-09,62,False
2016-12-10,22,False
2016-12-11,11,False
2016-12-12,78,False
2016-12-13,83,False
2016-12-14,34,False
2016-12-15,35,False
2016-12-16,40,False
2016-12-17,20,False
2016-12-18,10,False
2016-12-19,61,False
2016-12-20,44,False
2016-12-21,49,False
2016-12-22,60,False
2016-12-23,50,False
2016-12-24,11,False
2016-12-25,10,False
2016-12-26,14,False
2016-12-27,36,False
2016-12-28,51,False
2016-12-29,46,False
2016-12-30,33,False
2016-12-31,19,False
