date,WDC stock,isPartial
2012-02-01,32,False
2012-02-02,32,False
2012-02-03,0,False
2012-02-04,0,False
2012-02-05,38,False
2012-02-06,32,False
2012-02-07,32,False
2012-02-08,48,False
2012-02-09,0,False
2012-02-10,100,False
2012-02-11,0,False
2012-02-12,0,False
2012-02-13,31,False
2012-02-14,0,False
2012-02-15,32,False
2012-02-16,65,False
2012-02-17,0,False
2012-02-18,0,False
2012-02-19,0,False
2012-02-20,33,False
2012-02-21,44,False
2012-02-22,0,False
2012-02-23,32,False
2012-02-24,0,False
2012-02-25,0,False
2012-02-26,0,False
2012-02-27,53,False
2012-02-28,52,False
2012-02-29,31,False
