date,PEP stock,isPartial
2015-01-01,38,False
2015-01-02,66,False
2015-01-03,52,False
2015-01-04,51,False
2015-01-05,89,False
2015-01-06,50,False
2015-01-07,58,False
2015-01-08,68,False
2015-01-09,45,False
2015-01-10,56,False
2015-01-11,0,False
2015-01-12,48,False
2015-01-13,76,False
2015-01-14,96,False
2015-01-15,39,False
2015-01-16,79,False
2015-01-17,34,False
2015-01-18,50,False
2015-01-19,0,False
2015-01-20,67,False
2015-01-21,57,False
2015-01-22,43,False
2015-01-23,59,False
2015-01-24,67,False
2015-01-25,100,False
2015-01-26,56,False
2015-01-27,66,False
2015-01-28,66,False
2015-01-29,48,False
2015-01-30,78,False
2015-01-31,33,False
