date,TSLA stock,isPartial
2014-02-01,6,False
2014-02-02,5,False
2014-02-03,22,False
2014-02-04,28,False
2014-02-05,25,False
2014-02-06,15,False
2014-02-07,15,False
2014-02-08,11,False
2014-02-09,8,False
2014-02-10,36,False
2014-02-11,39,False
2014-02-12,25,False
2014-02-13,33,False
2014-02-14,31,False
2014-02-15,5,False
2014-02-16,8,False
2014-02-17,14,False
2014-02-18,32,False
2014-02-19,69,False
2014-02-20,88,False
2014-02-21,51,False
2014-02-22,14,False
2014-02-23,12,False
2014-02-24,35,False
2014-02-25,100,False
2014-02-26,99,False
2014-02-27,79,False
2014-02-28,71,False
