date,MDLZ stock,isPartial
2018-12-01,44,False
2018-12-02,0,False
2018-12-03,38,False
2018-12-04,57,False
2018-12-05,38,False
2018-12-06,77,False
2018-12-07,0,False
2018-12-08,89,False
2018-12-09,43,False
2018-12-10,57,False
2018-12-11,50,False
2018-12-12,65,False
2018-12-13,39,False
2018-12-14,52,False
2018-12-15,0,False
2018-12-16,0,False
2018-12-17,72,False
2018-12-18,50,False
2018-12-19,40,False
2018-12-20,81,False
2018-12-21,42,False
2018-12-22,69,False
2018-12-23,0,False
2018-12-24,46,False
2018-12-25,0,False
2018-12-26,100,False
2018-12-27,82,False
2018-12-28,42,False
2018-12-29,0,False
2018-12-30,0,False
2018-12-31,68,False
