date,WMT stock,isPartial
2017-02-01,37,False
2017-02-02,46,False
2017-02-03,44,False
2017-02-04,22,False
2017-02-05,0,False
2017-02-06,19,False
2017-02-07,19,False
2017-02-08,26,False
2017-02-09,54,False
2017-02-10,48,False
2017-02-11,22,False
2017-02-12,9,False
2017-02-13,34,False
2017-02-14,60,False
2017-02-15,58,False
2017-02-16,34,False
2017-02-17,38,False
2017-02-18,26,False
2017-02-19,4,False
2017-02-20,11,False
2017-02-21,53,False
2017-02-22,42,False
2017-02-23,70,False
2017-02-24,63,False
2017-02-25,22,False
2017-02-26,9,False
2017-02-27,44,False
2017-02-28,100,False
