date,HAS stock,isPartial
2014-02-01,56,False
2014-02-02,52,False
2014-02-03,92,False
2014-02-04,83,False
2014-02-05,57,False
2014-02-06,68,False
2014-02-07,55,False
2014-02-08,64,False
2014-02-09,62,False
2014-02-10,96,False
2014-02-11,74,False
2014-02-12,71,False
2014-02-13,65,False
2014-02-14,57,False
2014-02-15,51,False
2014-02-16,69,False
2014-02-17,56,False
2014-02-18,84,False
2014-02-19,80,False
2014-02-20,100,False
2014-02-21,93,False
2014-02-22,69,False
2014-02-23,77,False
2014-02-24,75,False
2014-02-25,90,False
2014-02-26,80,False
2014-02-27,82,False
2014-02-28,78,False
