date,CSCO stock,isPartial
2016-05-01,12,False
2016-05-02,32,False
2016-05-03,25,False
2016-05-04,25,False
2016-05-05,40,False
2016-05-06,22,False
2016-05-07,11,False
2016-05-08,8,False
2016-05-09,32,False
2016-05-10,49,False
2016-05-11,67,False
2016-05-12,23,False
2016-05-13,40,False
2016-05-14,18,False
2016-05-15,8,False
2016-05-16,38,False
2016-05-17,31,False
2016-05-18,100,False
2016-05-19,90,False
2016-05-20,59,False
2016-05-21,8,False
2016-05-22,24,False
2016-05-23,45,False
2016-05-24,52,False
2016-05-25,68,False
2016-05-26,33,False
2016-05-27,38,False
2016-05-28,11,False
2016-05-29,0,False
2016-05-30,14,False
2016-05-31,40,False
