date,PEP stock,isPartial
2016-03-01,89,False
2016-03-02,36,False
2016-03-03,58,False
2016-03-04,59,False
2016-03-05,42,False
2016-03-06,28,False
2016-03-07,99,False
2016-03-08,90,False
2016-03-09,62,False
2016-03-10,100,False
2016-03-11,52,False
2016-03-12,29,False
2016-03-13,47,False
2016-03-14,65,False
2016-03-15,99,False
2016-03-16,57,False
2016-03-17,59,False
2016-03-18,44,False
2016-03-19,0,False
2016-03-20,0,False
2016-03-21,63,False
2016-03-22,75,False
2016-03-23,59,False
2016-03-24,80,False
2016-03-25,28,False
2016-03-26,30,False
2016-03-27,45,False
2016-03-28,69,False
2016-03-29,49,False
2016-03-30,50,False
2016-03-31,83,False
