date,SIRI stock,isPartial
2017-07-01,14,False
2017-07-02,11,False
2017-07-03,30,False
2017-07-04,12,False
2017-07-05,33,False
2017-07-06,42,False
2017-07-07,41,False
2017-07-08,11,False
2017-07-09,11,False
2017-07-10,19,False
2017-07-11,44,False
2017-07-12,31,False
2017-07-13,33,False
2017-07-14,52,False
2017-07-15,11,False
2017-07-16,8,False
2017-07-17,41,False
2017-07-18,52,False
2017-07-19,44,False
2017-07-20,47,False
2017-07-21,42,False
2017-07-22,28,False
2017-07-23,15,False
2017-07-24,26,False
2017-07-25,29,False
2017-07-26,49,False
2017-07-27,100,False
2017-07-28,68,False
2017-07-29,23,False
2017-07-30,28,False
2017-07-31,42,False
