date,COST stock,isPartial
2013-05-01,69,False
2013-05-02,71,False
2013-05-03,73,False
2013-05-04,64,False
2013-05-05,50,False
2013-05-06,80,False
2013-05-07,77,False
2013-05-08,100,False
2013-05-09,75,False
2013-05-10,69,False
2013-05-11,53,False
2013-05-12,44,False
2013-05-13,60,False
2013-05-14,83,False
2013-05-15,60,False
2013-05-16,70,False
2013-05-17,69,False
2013-05-18,49,False
2013-05-19,38,False
2013-05-20,78,False
2013-05-21,74,False
2013-05-22,45,False
2013-05-23,67,False
2013-05-24,53,False
2013-05-25,44,False
2013-05-26,47,False
2013-05-27,34,False
2013-05-28,81,False
2013-05-29,45,False
2013-05-30,60,False
2013-05-31,62,False
