date,EBAY stock,isPartial
2015-05-01,87,False
2015-05-02,50,False
2015-05-03,60,False
2015-05-04,85,False
2015-05-05,87,False
2015-05-06,82,False
2015-05-07,66,False
2015-05-08,86,False
2015-05-09,48,False
2015-05-10,44,False
2015-05-11,76,False
2015-05-12,92,False
2015-05-13,85,False
2015-05-14,64,False
2015-05-15,70,False
2015-05-16,67,False
2015-05-17,55,False
2015-05-18,82,False
2015-05-19,92,False
2015-05-20,79,False
2015-05-21,73,False
2015-05-22,100,False
2015-05-23,61,False
2015-05-24,58,False
2015-05-25,66,False
2015-05-26,85,False
2015-05-27,63,False
2015-05-28,68,False
2015-05-29,80,False
2015-05-30,56,False
2015-05-31,58,False
