date,PEP stock,isPartial
2015-06-01,41,False
2015-06-02,41,False
2015-06-03,21,False
2015-06-04,32,False
2015-06-05,65,False
2015-06-06,0,False
2015-06-07,49,False
2015-06-08,100,False
2015-06-09,20,False
2015-06-10,21,False
2015-06-11,31,False
2015-06-12,33,False
2015-06-13,0,False
2015-06-14,24,False
2015-06-15,40,False
2015-06-16,51,False
2015-06-17,31,False
2015-06-18,21,False
2015-06-19,43,False
2015-06-20,25,False
2015-06-21,25,False
2015-06-22,20,False
2015-06-23,62,False
2015-06-24,41,False
2015-06-25,32,False
2015-06-26,43,False
2015-06-27,25,False
2015-06-28,50,False
2015-06-29,31,False
2015-06-30,31,False
