date,INTC stock,isPartial
2013-11-01,45,False
2013-11-02,0,False
2013-11-03,0,False
2013-11-04,37,False
2013-11-05,55,False
2013-11-06,51,False
2013-11-07,47,False
2013-11-08,24,False
2013-11-09,17,False
2013-11-10,11,False
2013-11-11,60,False
2013-11-12,27,False
2013-11-13,32,False
2013-11-14,42,False
2013-11-15,39,False
2013-11-16,11,False
2013-11-17,32,False
2013-11-18,14,False
2013-11-19,32,False
2013-11-20,14,False
2013-11-21,60,False
2013-11-22,100,False
2013-11-23,54,False
2013-11-24,11,False
2013-11-25,63,False
2013-11-26,36,False
2013-11-27,41,False
2013-11-28,29,False
2013-11-29,34,False
2013-11-30,0,False
