date,HD stock,isPartial
2013-11-01,47,False
2013-11-02,38,False
2013-11-03,31,False
2013-11-04,53,False
2013-11-05,37,False
2013-11-06,53,False
2013-11-07,22,False
2013-11-08,33,False
2013-11-09,32,False
2013-11-10,49,False
2013-11-11,42,False
2013-11-12,47,False
2013-11-13,63,False
2013-11-14,65,False
2013-11-15,22,False
2013-11-16,19,False
2013-11-17,56,False
2013-11-18,58,False
2013-11-19,100,False
2013-11-20,75,False
2013-11-21,43,False
2013-11-22,55,False
2013-11-23,50,False
2013-11-24,55,False
2013-11-25,57,False
2013-11-26,100,False
2013-11-27,42,False
2013-11-28,40,False
2013-11-29,62,False
2013-11-30,38,False
