date,MU stock,isPartial
2012-09-01,0,False
2012-09-02,0,False
2012-09-03,43,False
2012-09-04,61,False
2012-09-05,41,False
2012-09-06,42,False
2012-09-07,0,False
2012-09-08,0,False
2012-09-09,0,False
2012-09-10,41,False
2012-09-11,40,False
2012-09-12,80,False
2012-09-13,62,False
2012-09-14,43,False
2012-09-15,100,False
2012-09-16,0,False
2012-09-17,81,False
2012-09-18,80,False
2012-09-19,61,False
2012-09-20,41,False
2012-09-21,42,False
2012-09-22,99,False
2012-09-23,48,False
2012-09-24,80,False
2012-09-25,60,False
2012-09-26,80,False
2012-09-27,82,False
2012-09-28,85,False
2012-09-29,73,False
2012-09-30,96,False
