date,WDC stock,isPartial
2016-03-01,57,False
2016-03-02,38,False
2016-03-03,78,False
2016-03-04,80,False
2016-03-05,22,False
2016-03-06,0,False
2016-03-07,32,False
2016-03-08,83,False
2016-03-09,49,False
2016-03-10,72,False
2016-03-11,54,False
2016-03-12,45,False
2016-03-13,43,False
2016-03-14,45,False
2016-03-15,71,False
2016-03-16,58,False
2016-03-17,53,False
2016-03-18,61,False
2016-03-19,34,False
2016-03-20,0,False
2016-03-21,39,False
2016-03-22,59,False
2016-03-23,100,False
2016-03-24,90,False
2016-03-25,58,False
2016-03-26,35,False
2016-03-27,23,False
2016-03-28,61,False
2016-03-29,78,False
2016-03-30,98,False
2016-03-31,39,False
