date,PEP stock,isPartial
2015-08-01,49,False
2015-08-02,25,False
2015-08-03,41,False
2015-08-04,61,False
2015-08-05,63,False
2015-08-06,21,False
2015-08-07,21,False
2015-08-08,37,False
2015-08-09,24,False
2015-08-10,20,False
2015-08-11,31,False
2015-08-12,71,False
2015-08-13,72,False
2015-08-14,32,False
2015-08-15,24,False
2015-08-16,36,False
2015-08-17,40,False
2015-08-18,0,False
2015-08-19,41,False
2015-08-20,20,False
2015-08-21,83,False
2015-08-22,36,False
2015-08-23,35,False
2015-08-24,78,False
2015-08-25,59,False
2015-08-26,70,False
2015-08-27,100,False
2015-08-28,52,False
2015-08-29,24,False
2015-08-30,24,False
2015-08-31,29,False
