date,MAT stock,isPartial
2014-06-01,38,False
2014-06-02,46,False
2014-06-03,61,False
2014-06-04,31,False
2014-06-05,32,False
2014-06-06,100,False
2014-06-07,78,False
2014-06-08,39,False
2014-06-09,53,False
2014-06-10,64,False
2014-06-11,47,False
2014-06-12,47,False
2014-06-13,33,False
2014-06-14,38,False
2014-06-15,76,False
2014-06-16,31,False
2014-06-17,31,False
2014-06-18,32,False
2014-06-19,0,False
2014-06-20,33,False
2014-06-21,39,False
2014-06-22,38,False
2014-06-23,32,False
2014-06-24,32,False
2014-06-25,31,False
2014-06-26,63,False
2014-06-27,33,False
2014-06-28,0,False
2014-06-29,38,False
2014-06-30,32,False
