date,BA stock,isPartial
2017-02-01,69,False
2017-02-02,51,False
2017-02-03,58,False
2017-02-04,32,False
2017-02-05,16,False
2017-02-06,46,False
2017-02-07,53,False
2017-02-08,57,False
2017-02-09,60,False
2017-02-10,54,False
2017-02-11,21,False
2017-02-12,23,False
2017-02-13,56,False
2017-02-14,63,False
2017-02-15,56,False
2017-02-16,50,False
2017-02-17,77,False
2017-02-18,25,False
2017-02-19,17,False
2017-02-20,22,False
2017-02-21,82,False
2017-02-22,57,False
2017-02-23,82,False
2017-02-24,81,False
2017-02-25,30,False
2017-02-26,15,False
2017-02-27,82,False
2017-02-28,100,False
