date,AMZN stock,isPartial
2014-03-01,33,False
2014-03-02,11,False
2014-03-03,50,False
2014-03-04,73,False
2014-03-05,100,False
2014-03-06,44,False
2014-03-07,85,False
2014-03-08,30,False
2014-03-09,18,False
2014-03-10,38,False
2014-03-11,62,False
2014-03-12,34,False
2014-03-13,91,False
2014-03-14,72,False
2014-03-15,18,False
2014-03-16,11,False
2014-03-17,50,False
2014-03-18,49,False
2014-03-19,44,False
2014-03-20,38,False
2014-03-21,26,False
2014-03-22,18,False
2014-03-23,14,False
2014-03-24,30,False
2014-03-25,61,False
2014-03-26,34,False
2014-03-27,44,False
2014-03-28,52,False
2014-03-29,7,False
2014-03-30,15,False
2014-03-31,56,False
