date,SIRI stock,isPartial
2017-04-01,35,False
2017-04-02,20,False
2017-04-03,64,False
2017-04-04,74,False
2017-04-05,89,False
2017-04-06,68,False
2017-04-07,80,False
2017-04-08,20,False
2017-04-09,18,False
2017-04-10,58,False
2017-04-11,61,False
2017-04-12,77,False
2017-04-13,64,False
2017-04-14,62,False
2017-04-15,13,False
2017-04-16,24,False
2017-04-17,67,False
2017-04-18,94,False
2017-04-19,84,False
2017-04-20,62,False
2017-04-21,68,False
2017-04-22,13,False
2017-04-23,17,False
2017-04-24,59,False
2017-04-25,99,False
2017-04-26,79,False
2017-04-27,100,False
2017-04-28,62,False
2017-04-29,29,False
2017-04-30,18,False
