date,DIS stock,isPartial
2017-12-01,27,False
2017-12-02,5,False
2017-12-03,1,False
2017-12-04,34,False
2017-12-05,28,False
2017-12-06,26,False
2017-12-07,19,False
2017-12-08,15,False
2017-12-09,13,False
2017-12-10,4,False
2017-12-11,20,False
2017-12-12,25,False
2017-12-13,26,False
2017-12-14,100,False
2017-12-15,65,False
2017-12-16,13,False
2017-12-17,7,False
2017-12-18,30,False
2017-12-19,28,False
2017-12-20,29,False
2017-12-21,21,False
2017-12-22,20,False
2017-12-23,4,False
2017-12-24,3,False
2017-12-25,2,False
2017-12-26,15,False
2017-12-27,30,False
2017-12-28,20,False
2017-12-29,18,False
2017-12-30,4,False
2017-12-31,0,False
