date,WDC stock,isPartial
2018-02-01,100,False
2018-02-02,73,False
2018-02-03,39,False
2018-02-04,21,False
2018-02-05,88,False
2018-02-06,99,False
2018-02-07,75,False
2018-02-08,79,False
2018-02-09,76,False
2018-02-10,40,False
2018-02-11,36,False
2018-02-12,63,False
2018-02-13,77,False
2018-02-14,58,False
2018-02-15,67,False
2018-02-16,71,False
2018-02-17,18,False
2018-02-18,12,False
2018-02-19,37,False
2018-02-20,67,False
2018-02-21,62,False
2018-02-22,68,False
2018-02-23,78,False
2018-02-24,31,False
2018-02-25,9,False
2018-02-26,46,False
2018-02-27,87,False
2018-02-28,74,False
