date,KO stock,isPartial
2014-05-01,90,False
2014-05-02,77,False
2014-05-03,20,False
2014-05-04,26,False
2014-05-05,66,False
2014-05-06,71,False
2014-05-07,49,False
2014-05-08,100,False
2014-05-09,34,False
2014-05-10,33,False
2014-05-11,26,False
2014-05-12,54,False
2014-05-13,85,False
2014-05-14,71,False
2014-05-15,55,False
2014-05-16,74,False
2014-05-17,20,False
2014-05-18,13,False
2014-05-19,71,False
2014-05-20,55,False
2014-05-21,42,False
2014-05-22,84,False
2014-05-23,88,False
2014-05-24,15,False
2014-05-25,0,False
2014-05-26,12,False
2014-05-27,76,False
2014-05-28,48,False
2014-05-29,68,False
2014-05-30,69,False
2014-05-31,15,False
