date,AMZN stock,isPartial
2012-09-01,0,False
2012-09-02,0,False
2012-09-03,0,False
2012-09-04,20,False
2012-09-05,20,False
2012-09-06,100,False
2012-09-07,63,False
2012-09-08,24,False
2012-09-09,0,False
2012-09-10,19,False
2012-09-11,78,False
2012-09-12,20,False
2012-09-13,20,False
2012-09-14,0,False
2012-09-15,0,False
2012-09-16,0,False
2012-09-17,39,False
2012-09-18,38,False
2012-09-19,19,False
2012-09-20,40,False
2012-09-21,20,False
2012-09-22,0,False
2012-09-23,0,False
2012-09-24,0,False
2012-09-25,0,False
2012-09-26,39,False
2012-09-27,39,False
2012-09-28,20,False
2012-09-29,0,False
2012-09-30,0,False
