date,MU stock,isPartial
2018-03-01,29,False
2018-03-02,30,False
2018-03-03,10,False
2018-03-04,6,False
2018-03-05,40,False
2018-03-06,63,False
2018-03-07,55,False
2018-03-08,36,False
2018-03-09,50,False
2018-03-10,8,False
2018-03-11,6,False
2018-03-12,74,False
2018-03-13,84,False
2018-03-14,67,False
2018-03-15,55,False
2018-03-16,46,False
2018-03-17,14,False
2018-03-18,11,False
2018-03-19,58,False
2018-03-20,52,False
2018-03-21,64,False
2018-03-22,100,False
2018-03-23,98,False
2018-03-24,18,False
2018-03-25,12,False
2018-03-26,65,False
2018-03-27,62,False
2018-03-28,57,False
2018-03-29,49,False
2018-03-30,19,False
2018-03-31,5,False
