date,SBUX stock,isPartial
2016-06-01,99,False
2016-06-02,68,False
2016-06-03,56,False
2016-06-04,19,False
2016-06-05,16,False
2016-06-06,67,False
2016-06-07,70,False
2016-06-08,56,False
2016-06-09,63,False
2016-06-10,81,False
2016-06-11,25,False
2016-06-12,23,False
2016-06-13,53,False
2016-06-14,82,False
2016-06-15,69,False
2016-06-16,43,False
2016-06-17,51,False
2016-06-18,33,False
2016-06-19,9,False
2016-06-20,40,False
2016-06-21,62,False
2016-06-22,54,False
2016-06-23,58,False
2016-06-24,100,False
2016-06-25,38,False
2016-06-26,19,False
2016-06-27,59,False
2016-06-28,65,False
2016-06-29,79,False
2016-06-30,75,False
