date,EA stock,isPartial
2017-11-01,8,False
2017-11-02,3,False
2017-11-03,4,False
2017-11-04,1,False
2017-11-05,1,False
2017-11-06,3,False
2017-11-07,2,False
2017-11-08,4,False
2017-11-09,3,False
2017-11-10,3,False
2017-11-11,2,False
2017-11-12,2,False
2017-11-13,25,False
2017-11-14,55,False
2017-11-15,42,False
2017-11-16,35,False
2017-11-17,100,False
2017-11-18,43,False
2017-11-19,21,False
2017-11-20,36,False
2017-11-21,29,False
2017-11-22,30,False
2017-11-23,21,False
2017-11-24,17,False
2017-11-25,17,False
2017-11-26,10,False
2017-11-27,10,False
2017-11-28,16,False
2017-11-29,93,False
2017-11-30,40,False
