date,FB stock,isPartial
2017-08-01,95,False
2017-08-02,100,False
2017-08-03,87,False
2017-08-04,88,False
2017-08-05,26,False
2017-08-06,12,False
2017-08-07,68,False
2017-08-08,72,False
2017-08-09,65,False
2017-08-10,78,False
2017-08-11,73,False
2017-08-12,22,False
2017-08-13,13,False
2017-08-14,55,False
2017-08-15,67,False
2017-08-16,65,False
2017-08-17,63,False
2017-08-18,61,False
2017-08-19,17,False
2017-08-20,14,False
2017-08-21,58,False
2017-08-22,44,False
2017-08-23,47,False
2017-08-24,44,False
2017-08-25,51,False
2017-08-26,17,False
2017-08-27,6,False
2017-08-28,41,False
2017-08-29,41,False
2017-08-30,56,False
2017-08-31,67,False
