date,EBAY stock,isPartial
2017-04-01,42,False
2017-04-02,32,False
2017-04-03,52,False
2017-04-04,61,False
2017-04-05,44,False
2017-04-06,61,False
2017-04-07,55,False
2017-04-08,33,False
2017-04-09,42,False
2017-04-10,51,False
2017-04-11,72,False
2017-04-12,64,False
2017-04-13,40,False
2017-04-14,52,False
2017-04-15,41,False
2017-04-16,35,False
2017-04-17,58,False
2017-04-18,61,False
2017-04-19,86,False
2017-04-20,100,False
2017-04-21,68,False
2017-04-22,44,False
2017-04-23,43,False
2017-04-24,65,False
2017-04-25,58,False
2017-04-26,51,False
2017-04-27,57,False
2017-04-28,44,False
2017-04-29,38,False
2017-04-30,40,False
