date,HD stock,isPartial
2013-03-01,72,False
2013-03-02,59,False
2013-03-03,64,False
2013-03-04,54,False
2013-03-05,96,False
2013-03-06,80,False
2013-03-07,82,False
2013-03-08,100,False
2013-03-09,59,False
2013-03-10,36,False
2013-03-11,79,False
2013-03-12,86,False
2013-03-13,75,False
2013-03-14,65,False
2013-03-15,67,False
2013-03-16,54,False
2013-03-17,79,False
2013-03-18,71,False
2013-03-19,56,False
2013-03-20,65,False
2013-03-21,77,False
2013-03-22,83,False
2013-03-23,63,False
2013-03-24,49,False
2013-03-25,72,False
2013-03-26,61,False
2013-03-27,75,False
2013-03-28,49,False
2013-03-29,44,False
2013-03-30,28,False
2013-03-31,48,False
