date,PEP stock,isPartial
2013-01-01,0,False
2013-01-02,52,False
2013-01-03,34,False
2013-01-04,71,False
2013-01-05,59,False
2013-01-06,0,False
2013-01-07,33,False
2013-01-08,33,False
2013-01-09,0,False
2013-01-10,66,False
2013-01-11,0,False
2013-01-12,0,False
2013-01-13,38,False
2013-01-14,33,False
2013-01-15,48,False
2013-01-16,49,False
2013-01-17,65,False
2013-01-18,100,False
2013-01-19,38,False
2013-01-20,0,False
2013-01-21,32,False
2013-01-22,32,False
2013-01-23,32,False
2013-01-24,33,False
2013-01-25,34,False
2013-01-26,38,False
2013-01-27,38,False
2013-01-28,65,False
2013-01-29,32,False
2013-01-30,63,False
2013-01-31,32,False
