date,ATVI stock,isPartial
2012-10-01,34,False
2012-10-02,34,False
2012-10-03,34,False
2012-10-04,34,False
2012-10-05,34,False
2012-10-06,0,False
2012-10-07,39,False
2012-10-08,49,False
2012-10-09,0,False
2012-10-10,0,False
2012-10-11,50,False
2012-10-12,0,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,33,False
2012-10-16,0,False
2012-10-17,0,False
2012-10-18,33,False
2012-10-19,34,False
2012-10-20,0,False
2012-10-21,0,False
2012-10-22,32,False
2012-10-23,32,False
2012-10-24,33,False
2012-10-25,100,False
2012-10-26,35,False
2012-10-27,0,False
2012-10-28,38,False
2012-10-29,31,False
2012-10-30,47,False
2012-10-31,33,False
