,date,WMT,isPartial
11,2013-08-12,10.25,False
12,2013-08-13,8.5,False
13,2013-08-14,13.25,False
14,2013-08-15,25.0,False
15,2013-08-16,15.75,False
16,2013-08-17,6.5,False
17,2013-08-18,2.75,False
18,2013-08-19,9.25,False
19,2013-08-20,10.0,False
20,2013-08-21,12.25,False
21,2013-08-22,8.75,False
22,2013-08-23,9.0,False
23,2013-08-24,5.5,False
24,2013-08-25,5.5,False
25,2013-08-26,5.25,False
26,2013-08-27,8.75,False
27,2013-08-28,9.0,False
28,2013-08-29,5.5,False
29,2013-08-30,11.0,False
30,2013-08-31,9.25,False
0,2013-09-01,5.67,False
1,2013-09-02,7.290000000000001,False
2,2013-09-03,18.900000000000002,False
3,2013-09-04,17.82,False
4,2013-09-05,18.09,False
5,2013-09-06,21.060000000000002,False
6,2013-09-07,14.31,False
7,2013-09-08,1.35,False
8,2013-09-09,17.82,False
9,2013-09-10,18.09,False
10,2013-09-11,24.3,False
11,2013-09-12,12.96,False
12,2013-09-13,14.850000000000001,False
13,2013-09-14,7.0200000000000005,False
14,2013-09-15,9.450000000000001,False
15,2013-09-16,17.55,False
16,2013-09-17,20.790000000000003,False
17,2013-09-18,27.0,False
18,2013-09-19,19.98,False
19,2013-09-20,9.99,False
20,2013-09-21,8.370000000000001,False
21,2013-09-22,14.040000000000001,False
22,2013-09-23,20.25,False
23,2013-09-24,20.790000000000003,False
24,2013-09-25,21.330000000000002,False
25,2013-09-26,10.8,False
26,2013-09-27,11.34,False
27,2013-09-28,8.370000000000001,False
28,2013-09-29,9.72,False
29,2013-09-30,16.200000000000003,False
0,2013-10-01,17.360000000000003,False
1,2013-10-02,14.840000000000002,False
2,2013-10-03,19.32,False
3,2013-10-04,21.560000000000002,False
4,2013-10-05,14.000000000000002,False
5,2013-10-06,5.040000000000001,False
6,2013-10-07,27.720000000000002,False
7,2013-10-08,24.360000000000003,False
8,2013-10-09,28.000000000000004,False
9,2013-10-10,25.200000000000003,False
10,2013-10-11,17.080000000000002,False
11,2013-10-12,12.32,False
12,2013-10-13,3.6400000000000006,False
13,2013-10-14,15.120000000000001,False
14,2013-10-15,15.96,False
15,2013-10-16,17.64,False
16,2013-10-17,19.32,False
17,2013-10-18,20.160000000000004,False
18,2013-10-19,12.32,False
19,2013-10-20,13.72,False
20,2013-10-21,17.080000000000002,False
21,2013-10-22,27.44,False
22,2013-10-23,20.160000000000004,False
23,2013-10-24,15.96,False
24,2013-10-25,18.200000000000003,False
25,2013-10-26,17.360000000000003,False
26,2013-10-27,10.080000000000002,False
27,2013-10-28,24.080000000000002,False
28,2013-10-29,14.000000000000002,False
29,2013-10-30,22.96,False
30,2013-10-31,26.880000000000003,False
0,2013-11-01,11.760000000000002,False
1,2013-11-02,14.280000000000001,False
2,2013-11-03,3.9200000000000004,False
3,2013-11-04,12.600000000000001,False
4,2013-11-05,19.32,False
5,2013-11-06,10.64,False
6,2013-11-07,18.200000000000003,False
7,2013-11-08,13.440000000000001,False
8,2013-11-09,8.96,False
9,2013-11-10,9.8,False
10,2013-11-11,18.200000000000003,False
11,2013-11-12,23.520000000000003,False
12,2013-11-13,19.32,False
13,2013-11-14,22.96,False
14,2013-11-15,22.400000000000002,False
15,2013-11-16,8.96,False
16,2013-11-17,7.280000000000001,False
17,2013-11-18,6.16,False
18,2013-11-19,19.880000000000003,False
19,2013-11-20,20.160000000000004,False
20,2013-11-21,28.000000000000004,False
21,2013-11-22,14.280000000000001,False
22,2013-11-23,5.040000000000001,False
23,2013-11-24,9.8,False
24,2013-11-25,20.720000000000002,False
25,2013-11-26,21.840000000000003,False
26,2013-11-27,19.32,False
27,2013-11-28,16.8,False
28,2013-11-29,20.44,False
29,2013-11-30,16.520000000000003,False
0,2013-12-01,8.32,False
1,2013-12-02,24.18,False
2,2013-12-03,18.46,False
3,2013-12-04,19.76,False
4,2013-12-05,25.220000000000002,False
5,2013-12-06,22.36,False
6,2013-12-07,6.76,False
7,2013-12-08,9.620000000000001,False
8,2013-12-09,16.900000000000002,False
9,2013-12-10,20.02,False
10,2013-12-11,19.5,False
11,2013-12-12,20.02,False
12,2013-12-13,23.66,False
13,2013-12-14,12.22,False
14,2013-12-15,8.84,False
15,2013-12-16,15.860000000000001,False
16,2013-12-17,17.94,False
17,2013-12-18,26.0,False
18,2013-12-19,15.860000000000001,False
19,2013-12-20,18.98,False
20,2013-12-21,14.040000000000001,False
21,2013-12-22,11.18,False
22,2013-12-23,15.34,False
23,2013-12-24,16.38,False
24,2013-12-25,11.18,False
25,2013-12-26,19.5,False
26,2013-12-27,14.040000000000001,False
27,2013-12-28,9.1,False
28,2013-12-29,6.76,False
29,2013-12-30,14.56,False
30,2013-12-31,17.68,False
0,2014-01-01,14.0,False
1,2014-01-02,23.75,False
2,2014-01-03,12.25,False
3,2014-01-04,9.25,False
4,2014-01-05,15.25,False
5,2014-01-06,18.25,False
6,2014-01-07,20.75,False
7,2014-01-08,16.5,False
8,2014-01-09,23.75,False
9,2014-01-10,13.5,False
10,2014-01-11,13.25,False
11,2014-01-12,12.25,False
12,2014-01-13,21.75,False
13,2014-01-14,19.0,False
14,2014-01-15,19.75,False
15,2014-01-16,19.25,False
16,2014-01-17,14.75,False
17,2014-01-18,24.5,False
18,2014-01-19,8.25,False
19,2014-01-20,13.25,False
20,2014-01-21,18.75,False
21,2014-01-22,20.25,False
22,2014-01-23,23.5,False
23,2014-01-24,21.75,False
24,2014-01-25,23.75,False
25,2014-01-26,15.5,False
26,2014-01-27,21.25,False
27,2014-01-28,23.5,False
28,2014-01-29,22.25,False
29,2014-01-30,17.75,False
30,2014-01-31,25.0,False
0,2014-02-01,10.360000000000001,False
1,2014-02-02,7.840000000000001,False
2,2014-02-03,17.64,False
3,2014-02-04,18.48,False
4,2014-02-05,15.680000000000001,False
5,2014-02-06,14.840000000000002,False
6,2014-02-07,18.76,False
7,2014-02-08,3.3600000000000003,False
8,2014-02-09,8.96,False
9,2014-02-10,23.240000000000002,False
10,2014-02-11,14.560000000000002,False
11,2014-02-12,13.72,False
12,2014-02-13,16.8,False
13,2014-02-14,14.560000000000002,False
14,2014-02-15,9.24,False
15,2014-02-16,5.6000000000000005,False
16,2014-02-17,10.64,False
17,2014-02-18,16.520000000000003,False
18,2014-02-19,16.8,False
19,2014-02-20,28.000000000000004,False
20,2014-02-21,20.44,False
21,2014-02-22,7.840000000000001,False
22,2014-02-23,5.6000000000000005,False
23,2014-02-24,12.32,False
24,2014-02-25,14.280000000000001,False
25,2014-02-26,18.200000000000003,False
26,2014-02-27,10.920000000000002,False
27,2014-02-28,15.400000000000002,False
0,2014-03-01,11.700000000000001,False
1,2014-03-02,8.84,False
2,2014-03-03,21.84,False
3,2014-03-04,19.76,False
4,2014-03-05,18.98,False
5,2014-03-06,21.84,False
6,2014-03-07,22.880000000000003,False
7,2014-03-08,11.700000000000001,False
8,2014-03-09,9.1,False
9,2014-03-10,21.580000000000002,False
10,2014-03-11,24.18,False
11,2014-03-12,21.060000000000002,False
12,2014-03-13,23.92,False
13,2014-03-14,16.12,False
14,2014-03-15,13.26,False
15,2014-03-16,11.440000000000001,False
16,2014-03-17,14.040000000000001,False
17,2014-03-18,22.1,False
18,2014-03-19,16.12,False
19,2014-03-20,18.98,False
20,2014-03-21,23.400000000000002,False
21,2014-03-22,10.66,False
22,2014-03-23,6.24,False
23,2014-03-24,17.16,False
24,2014-03-25,26.0,False
25,2014-03-26,16.64,False
26,2014-03-27,21.84,False
27,2014-03-28,21.84,False
28,2014-03-29,12.22,False
29,2014-03-30,6.5,False
30,2014-03-31,15.860000000000001,False
0,2014-04-01,9.36,False
1,2014-04-02,15.84,False
2,2014-04-03,16.08,False
3,2014-04-04,14.399999999999999,False
4,2014-04-05,12.48,False
5,2014-04-06,7.4399999999999995,False
6,2014-04-07,11.52,False
7,2014-04-08,15.6,False
8,2014-04-09,10.559999999999999,False
9,2014-04-10,15.12,False
10,2014-04-11,18.0,False
11,2014-04-12,6.4799999999999995,False
12,2014-04-13,7.68,False
13,2014-04-14,20.4,False
14,2014-04-15,8.64,False
15,2014-04-16,24.0,False
16,2014-04-17,11.28,False
17,2014-04-18,8.64,False
18,2014-04-19,14.639999999999999,False
19,2014-04-20,6.72,False
20,2014-04-21,15.12,False
21,2014-04-22,11.76,False
22,2014-04-23,16.08,False
23,2014-04-24,9.84,False
24,2014-04-25,10.08,False
25,2014-04-26,8.879999999999999,False
26,2014-04-27,9.84,False
27,2014-04-28,13.68,False
28,2014-04-29,15.84,False
