date,MCD stock,isPartial
2012-10-01,43,False
2012-10-02,65,False
2012-10-03,55,False
2012-10-04,0,False
2012-10-05,90,False
2012-10-06,26,False
2012-10-07,0,False
2012-10-08,63,False
2012-10-09,21,False
2012-10-10,84,False
2012-10-11,32,False
2012-10-12,22,False
2012-10-13,26,False
2012-10-14,37,False
2012-10-15,41,False
2012-10-16,52,False
2012-10-17,73,False
2012-10-18,74,False
2012-10-19,88,False
2012-10-20,51,False
2012-10-21,100,False
2012-10-22,73,False
2012-10-23,51,False
2012-10-24,21,False
2012-10-25,21,False
2012-10-26,45,False
2012-10-27,26,False
2012-10-28,24,False
2012-10-29,41,False
2012-10-30,20,False
2012-10-31,32,False
