date,SBUX stock,isPartial
2015-06-01,87,False
2015-06-02,100,False
2015-06-03,82,False
2015-06-04,61,False
2015-06-05,94,False
2015-06-06,21,False
2015-06-07,35,False
2015-06-08,70,False
2015-06-09,82,False
2015-06-10,65,False
2015-06-11,85,False
2015-06-12,99,False
2015-06-13,29,False
2015-06-14,0,False
2015-06-15,46,False
2015-06-16,64,False
2015-06-17,100,False
2015-06-18,60,False
2015-06-19,87,False
2015-06-20,14,False
2015-06-21,21,False
2015-06-22,82,False
2015-06-23,71,False
2015-06-24,83,False
2015-06-25,30,False
2015-06-26,99,False
2015-06-27,29,False
2015-06-28,21,False
2015-06-29,89,False
2015-06-30,65,False
