date,HD stock,isPartial
2015-07-01,60,False
2015-07-02,55,False
2015-07-03,52,False
2015-07-04,52,False
2015-07-05,52,False
2015-07-06,59,False
2015-07-07,71,False
2015-07-08,54,False
2015-07-09,92,False
2015-07-10,100,False
2015-07-11,44,False
2015-07-12,44,False
2015-07-13,72,False
2015-07-14,36,False
2015-07-15,43,False
2015-07-16,74,False
2015-07-17,26,False
2015-07-18,39,False
2015-07-19,70,False
2015-07-20,83,False
2015-07-21,42,False
2015-07-22,30,False
2015-07-23,85,False
2015-07-24,63,False
2015-07-25,79,False
2015-07-26,29,False
2015-07-27,72,False
2015-07-28,95,False
2015-07-29,24,False
2015-07-30,43,False
2015-07-31,44,False
