date,GS stock,isPartial
2019-02-01,100,False
2019-02-02,29,False
2019-02-03,19,False
2019-02-04,38,False
2019-02-05,46,False
2019-02-06,67,False
2019-02-07,51,False
2019-02-08,39,False
2019-02-09,19,False
2019-02-10,9,False
2019-02-11,33,False
2019-02-12,91,False
2019-02-13,79,False
2019-02-14,59,False
2019-02-15,57,False
2019-02-16,39,False
2019-02-17,29,False
2019-02-18,21,False
2019-02-19,66,False
2019-02-20,29,False
2019-02-21,67,False
2019-02-22,91,False
2019-02-23,29,False
2019-02-24,29,False
2019-02-25,57,False
2019-02-26,92,False
2019-02-27,53,False
2019-02-28,51,False
