date,PFE stock,isPartial
2015-02-01,12,False
2015-02-02,40,False
2015-02-03,10,False
2015-02-04,100,False
2015-02-05,41,False
2015-02-06,63,False
2015-02-07,0,False
2015-02-08,0,False
2015-02-09,60,False
2015-02-10,30,False
2015-02-11,30,False
2015-02-12,62,False
2015-02-13,54,False
2015-02-14,12,False
2015-02-15,0,False
2015-02-16,0,False
2015-02-17,63,False
2015-02-18,52,False
2015-02-19,83,False
2015-02-20,53,False
2015-02-21,0,False
2015-02-22,0,False
2015-02-23,20,False
2015-02-24,60,False
2015-02-25,10,False
2015-02-26,40,False
2015-02-27,10,False
2015-02-28,12,False
