date,SIRI stock,isPartial
2013-05-01,100,False
2013-05-02,93,False
2013-05-03,78,False
2013-05-04,19,False
2013-05-05,22,False
2013-05-06,55,False
2013-05-07,47,False
2013-05-08,63,False
2013-05-09,60,False
2013-05-10,44,False
2013-05-11,25,False
2013-05-12,14,False
2013-05-13,26,False
2013-05-14,72,False
2013-05-15,88,False
2013-05-16,57,False
2013-05-17,82,False
2013-05-18,16,False
2013-05-19,13,False
2013-05-20,57,False
2013-05-21,73,False
2013-05-22,64,False
2013-05-23,65,False
2013-05-24,60,False
2013-05-25,42,False
2013-05-26,19,False
2013-05-27,24,False
2013-05-28,71,False
2013-05-29,68,False
2013-05-30,52,False
2013-05-31,52,False
