date,EXPE stock,isPartial
2016-09-01,74,False
2016-09-02,46,False
2016-09-03,0,False
2016-09-04,0,False
2016-09-05,0,False
2016-09-06,0,False
2016-09-07,45,False
2016-09-08,0,False
2016-09-09,47,False
2016-09-10,0,False
2016-09-11,0,False
2016-09-12,45,False
2016-09-13,87,False
2016-09-14,0,False
2016-09-15,0,False
2016-09-16,68,False
2016-09-17,0,False
2016-09-18,0,False
2016-09-19,43,False
2016-09-20,43,False
2016-09-21,43,False
2016-09-22,0,False
2016-09-23,90,False
2016-09-24,0,False
2016-09-25,100,False
2016-09-26,43,False
2016-09-27,65,False
2016-09-28,86,False
2016-09-29,0,False
2016-09-30,90,False
