date,TXN stock,isPartial
2016-06-01,55,False
2016-06-02,100,False
2016-06-03,46,False
2016-06-04,0,False
2016-06-05,0,False
2016-06-06,33,False
2016-06-07,55,False
2016-06-08,44,False
2016-06-09,44,False
2016-06-10,46,False
2016-06-11,38,False
2016-06-12,0,False
2016-06-13,32,False
2016-06-14,64,False
2016-06-15,97,False
2016-06-16,33,False
2016-06-17,52,False
2016-06-18,78,False
2016-06-19,0,False
2016-06-20,33,False
2016-06-21,66,False
2016-06-22,33,False
2016-06-23,68,False
2016-06-24,82,False
2016-06-25,39,False
2016-06-26,0,False
2016-06-27,77,False
2016-06-28,55,False
2016-06-29,67,False
2016-06-30,68,False
