date,HAS stock,isPartial
2014-11-01,32,False
2014-11-02,51,False
2014-11-03,66,False
2014-11-04,76,False
2014-11-05,58,False
2014-11-06,84,False
2014-11-07,63,False
2014-11-08,45,False
2014-11-09,43,False
2014-11-10,69,False
2014-11-11,75,False
2014-11-12,58,False
2014-11-13,80,False
2014-11-14,79,False
2014-11-15,38,False
2014-11-16,82,False
2014-11-17,75,False
2014-11-18,100,False
2014-11-19,69,False
2014-11-20,72,False
2014-11-21,48,False
2014-11-22,53,False
2014-11-23,54,False
2014-11-24,84,False
2014-11-25,57,False
2014-11-26,55,False
2014-11-27,26,False
2014-11-28,43,False
2014-11-29,56,False
2014-11-30,52,False
