date,HD stock,isPartial
2018-10-01,51,False
2018-10-02,48,False
2018-10-03,36,False
2018-10-04,40,False
2018-10-05,56,False
2018-10-06,41,False
2018-10-07,7,False
2018-10-08,60,False
2018-10-09,52,False
2018-10-10,56,False
2018-10-11,84,False
2018-10-12,51,False
2018-10-13,48,False
2018-10-14,18,False
2018-10-15,55,False
2018-10-16,60,False
2018-10-17,74,False
2018-10-18,100,False
2018-10-19,55,False
2018-10-20,24,False
2018-10-21,31,False
2018-10-22,70,False
2018-10-23,69,False
2018-10-24,69,False
2018-10-25,57,False
2018-10-26,66,False
2018-10-27,20,False
2018-10-28,30,False
2018-10-29,43,False
2018-10-30,95,False
2018-10-31,55,False
