date,DIS stock,isPartial
2012-10-01,11,False
2012-10-02,11,False
2012-10-03,12,False
2012-10-04,34,False
2012-10-05,12,False
2012-10-06,0,False
2012-10-07,0,False
2012-10-08,22,False
2012-10-09,22,False
2012-10-10,17,False
2012-10-11,0,False
2012-10-12,23,False
2012-10-13,0,False
2012-10-14,13,False
2012-10-15,11,False
2012-10-16,22,False
2012-10-17,11,False
2012-10-18,22,False
2012-10-19,11,False
2012-10-20,13,False
2012-10-21,0,False
2012-10-22,11,False
2012-10-23,11,False
2012-10-24,22,False
2012-10-25,11,False
2012-10-26,35,False
2012-10-27,14,False
2012-10-28,0,False
2012-10-29,11,False
2012-10-30,0,False
2012-10-31,100,False
