date,MU stock,isPartial
2018-10-01,77,False
2018-10-02,85,False
2018-10-03,72,False
2018-10-04,84,False
2018-10-05,66,False
2018-10-06,19,False
2018-10-07,6,False
2018-10-08,63,False
2018-10-09,59,False
2018-10-10,88,False
2018-10-11,81,False
2018-10-12,76,False
2018-10-13,17,False
2018-10-14,9,False
2018-10-15,64,False
2018-10-16,59,False
2018-10-17,56,False
2018-10-18,61,False
2018-10-19,63,False
2018-10-20,13,False
2018-10-21,12,False
2018-10-22,62,False
2018-10-23,84,False
2018-10-24,75,False
2018-10-25,100,False
2018-10-26,64,False
2018-10-27,20,False
2018-10-28,18,False
2018-10-29,60,False
2018-10-30,61,False
2018-10-31,68,False
