date,MSFT stock,isPartial
2018-08-01,100,False
2018-08-02,95,False
2018-08-03,87,False
2018-08-04,26,False
2018-08-05,15,False
2018-08-06,72,False
2018-08-07,91,False
2018-08-08,79,False
2018-08-09,91,False
2018-08-10,67,False
2018-08-11,19,False
2018-08-12,10,False
2018-08-13,65,False
2018-08-14,69,False
2018-08-15,66,False
2018-08-16,92,False
2018-08-17,66,False
2018-08-18,18,False
2018-08-19,15,False
2018-08-20,66,False
2018-08-21,83,False
2018-08-22,69,False
2018-08-23,68,False
2018-08-24,67,False
2018-08-25,12,False
2018-08-26,13,False
2018-08-27,69,False
2018-08-28,74,False
2018-08-29,85,False
2018-08-30,76,False
2018-08-31,60,False
