date,ATVI stock,isPartial
2016-11-01,43,False
2016-11-02,71,False
2016-11-03,100,False
2016-11-04,80,False
2016-11-05,41,False
2016-11-06,13,False
2016-11-07,40,False
2016-11-08,63,False
2016-11-09,75,False
2016-11-10,72,False
2016-11-11,55,False
2016-11-12,14,False
2016-11-13,27,False
2016-11-14,23,False
2016-11-15,64,False
2016-11-16,41,False
2016-11-17,53,False
2016-11-18,30,False
2016-11-19,40,False
2016-11-20,26,False
2016-11-21,57,False
2016-11-22,63,False
2016-11-23,58,False
2016-11-24,12,False
2016-11-25,42,False
2016-11-26,13,False
2016-11-27,13,False
2016-11-28,16,False
2016-11-29,72,False
2016-11-30,90,False
