date,WDC stock,isPartial
2015-10-01,51,False
2015-10-02,37,False
2015-10-03,12,False
2015-10-04,12,False
2015-10-05,40,False
2015-10-06,30,False
2015-10-07,10,False
2015-10-08,15,False
2015-10-09,21,False
2015-10-10,24,False
2015-10-11,12,False
2015-10-12,42,False
2015-10-13,30,False
2015-10-14,20,False
2015-10-15,30,False
2015-10-16,37,False
2015-10-17,12,False
2015-10-18,12,False
2015-10-19,45,False
2015-10-20,49,False
2015-10-21,96,False
2015-10-22,36,False
2015-10-23,32,False
2015-10-24,24,False
2015-10-25,12,False
2015-10-26,10,False
2015-10-27,30,False
2015-10-28,100,False
2015-10-29,20,False
2015-10-30,27,False
2015-10-31,18,False
