date,BA stock,isPartial
2016-02-01,30,False
2016-02-02,50,False
2016-02-03,37,False
2016-02-04,40,False
2016-02-05,31,False
2016-02-06,8,False
2016-02-07,8,False
2016-02-08,35,False
2016-02-09,35,False
2016-02-10,41,False
2016-02-11,100,False
2016-02-12,98,False
2016-02-13,26,False
2016-02-14,13,False
2016-02-15,30,False
2016-02-16,43,False
2016-02-17,53,False
2016-02-18,69,False
2016-02-19,55,False
2016-02-20,5,False
2016-02-21,8,False
2016-02-22,52,False
2016-02-23,40,False
2016-02-24,50,False
2016-02-25,37,False
2016-02-26,33,False
2016-02-27,5,False
2016-02-28,16,False
2016-02-29,24,False
