date,KO stock,isPartial
2012-09-01,36,False
2012-09-02,18,False
2012-09-03,15,False
2012-09-04,50,False
2012-09-05,79,False
2012-09-06,59,False
2012-09-07,100,False
2012-09-08,35,False
2012-09-09,26,False
2012-09-10,28,False
2012-09-11,28,False
2012-09-12,57,False
2012-09-13,50,False
2012-09-14,67,False
2012-09-15,26,False
2012-09-16,26,False
2012-09-17,22,False
2012-09-18,49,False
2012-09-19,28,False
2012-09-20,72,False
2012-09-21,67,False
2012-09-22,34,False
2012-09-23,34,False
2012-09-24,63,False
2012-09-25,28,False
2012-09-26,43,False
2012-09-27,72,False
2012-09-28,60,False
2012-09-29,17,False
2012-09-30,17,False
