date,WDC stock,isPartial
2013-03-01,35,False
2013-03-02,0,False
2013-03-03,0,False
2013-03-04,33,False
2013-03-05,0,False
2013-03-06,67,False
2013-03-07,34,False
2013-03-08,69,False
2013-03-09,39,False
2013-03-10,0,False
2013-03-11,0,False
2013-03-12,32,False
2013-03-13,33,False
2013-03-14,100,False
2013-03-15,0,False
2013-03-16,0,False
2013-03-17,0,False
2013-03-18,33,False
2013-03-19,33,False
2013-03-20,0,False
2013-03-21,0,False
2013-03-22,51,False
2013-03-23,0,False
2013-03-24,0,False
2013-03-25,33,False
2013-03-26,33,False
2013-03-27,34,False
2013-03-28,0,False
2013-03-29,0,False
2013-03-30,0,False
2013-03-31,0,False
