date,EXPE stock,isPartial
2013-05-01,0,False
2013-05-02,0,False
2013-05-03,100,False
2013-05-04,0,False
2013-05-05,0,False
2013-05-06,0,False
2013-05-07,0,False
2013-05-08,32,False
2013-05-09,32,False
2013-05-10,0,False
2013-05-11,0,False
2013-05-12,0,False
2013-05-13,0,False
2013-05-14,30,False
2013-05-15,31,False
2013-05-16,0,False
2013-05-17,32,False
2013-05-18,0,False
2013-05-19,0,False
2013-05-20,0,False
2013-05-21,0,False
2013-05-22,0,False
2013-05-23,0,False
2013-05-24,32,False
2013-05-25,0,False
2013-05-26,0,False
2013-05-27,0,False
2013-05-28,30,False
2013-05-29,30,False
2013-05-30,32,False
2013-05-31,0,False
