date,TWTR stock,isPartial
2017-06-01,80,False
2017-06-02,69,False
2017-06-03,10,False
2017-06-04,10,False
2017-06-05,53,False
2017-06-06,70,False
2017-06-07,68,False
2017-06-08,78,False
2017-06-09,43,False
2017-06-10,23,False
2017-06-11,12,False
2017-06-12,62,False
2017-06-13,59,False
2017-06-14,52,False
2017-06-15,71,False
2017-06-16,40,False
2017-06-17,8,False
2017-06-18,5,False
2017-06-19,48,False
2017-06-20,76,False
2017-06-21,82,False
2017-06-22,100,False
2017-06-23,99,False
2017-06-24,10,False
2017-06-25,17,False
2017-06-26,64,False
2017-06-27,52,False
2017-06-28,61,False
2017-06-29,56,False
2017-06-30,71,False
