date,TXN stock,isPartial
2017-09-01,28,False
2017-09-02,41,False
2017-09-03,0,False
2017-09-04,18,False
2017-09-05,43,False
2017-09-06,34,False
2017-09-07,53,False
2017-09-08,36,False
2017-09-09,60,False
2017-09-10,20,False
2017-09-11,17,False
2017-09-12,43,False
2017-09-13,60,False
2017-09-14,35,False
2017-09-15,53,False
2017-09-16,40,False
2017-09-17,0,False
2017-09-18,43,False
2017-09-19,42,False
2017-09-20,34,False
2017-09-21,87,False
2017-09-22,81,False
2017-09-23,60,False
2017-09-24,20,False
2017-09-25,60,False
2017-09-26,59,False
2017-09-27,77,False
2017-09-28,87,False
2017-09-29,100,False
2017-09-30,30,False
