date,SYMC stock,isPartial
2014-05-01,0,False
2014-05-02,25,False
2014-05-03,27,False
2014-05-04,0,False
2014-05-05,47,False
2014-05-06,23,False
2014-05-07,30,False
2014-05-08,34,False
2014-05-09,24,False
2014-05-10,0,False
2014-05-11,27,False
2014-05-12,33,False
2014-05-13,45,False
2014-05-14,46,False
2014-05-15,38,False
2014-05-16,32,False
2014-05-17,0,False
2014-05-18,0,False
2014-05-19,34,False
2014-05-20,34,False
2014-05-21,74,False
2014-05-22,63,False
2014-05-23,26,False
2014-05-24,31,False
2014-05-25,31,False
2014-05-26,26,False
2014-05-27,25,False
2014-05-28,100,False
2014-05-29,26,False
2014-05-30,35,False
2014-05-31,31,False
