date,DIS stock,isPartial
2014-09-01,0,False
2014-09-02,42,False
2014-09-03,78,False
2014-09-04,43,False
2014-09-05,38,False
2014-09-06,29,False
2014-09-07,22,False
2014-09-08,48,False
2014-09-09,100,False
2014-09-10,54,False
2014-09-11,72,False
2014-09-12,38,False
2014-09-13,36,False
2014-09-14,14,False
2014-09-15,90,False
2014-09-16,60,False
2014-09-17,54,False
2014-09-18,67,False
2014-09-19,82,False
2014-09-20,14,False
2014-09-21,28,False
2014-09-22,36,False
2014-09-23,30,False
2014-09-24,84,False
2014-09-25,49,False
2014-09-26,70,False
2014-09-27,29,False
2014-09-28,29,False
2014-09-29,36,False
2014-09-30,48,False
