,date,FB,isPartial
0,2014-03-01,85.44,False
1,2014-03-02,81.88,False
2,2014-03-03,68.53,False
3,2014-03-04,72.09,False
4,2014-03-05,72.09,False
5,2014-03-06,72.98,False
6,2014-03-07,73.87,False
7,2014-03-08,85.44,False
8,2014-03-09,82.77,False
9,2014-03-10,72.09,False
10,2014-03-11,69.42,False
11,2014-03-12,72.98,False
12,2014-03-13,71.2,False
13,2014-03-14,76.54,False
14,2014-03-15,82.77,False
15,2014-03-16,87.22,False
16,2014-03-17,69.42,False
17,2014-03-18,71.2,False
18,2014-03-19,72.98,False
19,2014-03-20,77.43,False
20,2014-03-21,76.54,False
21,2014-03-22,87.22,False
22,2014-03-23,82.77,False
23,2014-03-24,74.76,False
24,2014-03-25,72.09,False
25,2014-03-26,73.87,False
26,2014-03-27,72.98,False
27,2014-03-28,77.43,False
28,2014-03-29,89.0,False
29,2014-03-30,86.33,False
30,2014-03-31,73.87,False
0,2014-04-01,77.19,False
1,2014-04-02,76.26,False
2,2014-04-03,76.26,False
3,2014-04-04,79.05,False
4,2014-04-05,89.28,False
5,2014-04-06,88.35000000000001,False
6,2014-04-07,73.47,False
7,2014-04-08,77.19,False
8,2014-04-09,76.26,False
9,2014-04-10,76.26,False
10,2014-04-11,79.98,False
11,2014-04-12,89.28,False
12,2014-04-13,90.21000000000001,False
13,2014-04-14,76.26,False
14,2014-04-15,76.26,False
15,2014-04-16,76.26,False
16,2014-04-17,82.77000000000001,False
17,2014-04-18,85.56,False
18,2014-04-19,93.0,False
19,2014-04-20,90.21000000000001,False
20,2014-04-21,79.98,False
21,2014-04-22,75.33,False
22,2014-04-23,77.19,False
23,2014-04-24,76.26,False
24,2014-04-25,78.12,False
25,2014-04-26,88.35000000000001,False
26,2014-04-27,84.63000000000001,False
27,2014-04-28,75.33,False
28,2014-04-29,77.19,False
29,2014-04-30,76.26,False
0,2014-05-01,79.89999999999999,False
1,2014-05-02,77.08,False
2,2014-05-03,84.6,False
3,2014-05-04,83.66,False
4,2014-05-05,73.32,False
5,2014-05-06,71.44,False
6,2014-05-07,72.38,False
7,2014-05-08,74.25999999999999,False
8,2014-05-09,76.14,False
9,2014-05-10,89.3,False
10,2014-05-11,84.6,False
11,2014-05-12,69.56,False
12,2014-05-13,72.38,False
13,2014-05-14,72.38,False
14,2014-05-15,73.32,False
15,2014-05-16,72.38,False
16,2014-05-17,87.42,False
17,2014-05-18,84.6,False
18,2014-05-19,73.32,False
19,2014-05-20,74.25999999999999,False
