date,DIS stock,isPartial
2019-02-01,28,False
2019-02-02,13,False
2019-02-03,5,False
2019-02-04,29,False
2019-02-05,100,False
2019-02-06,77,False
2019-02-07,30,False
2019-02-08,21,False
2019-02-09,12,False
2019-02-10,6,False
2019-02-11,28,False
2019-02-12,31,False
2019-02-13,28,False
2019-02-14,30,False
2019-02-15,28,False
2019-02-16,7,False
2019-02-17,9,False
2019-02-18,8,False
2019-02-19,39,False
2019-02-20,30,False
2019-02-21,27,False
2019-02-22,22,False
2019-02-23,7,False
2019-02-24,6,False
2019-02-25,29,False
2019-02-26,31,False
2019-02-27,23,False
2019-02-28,32,False
